Rank,Name,Site,Country,Computer,Year,Total Cores,Rmax [TFlop/s],Rpeak [TFlop/s],Latitude,Longitude
262,ASPIRE 2A (GPU Partition),National Supercomputing Centre Singapore,Singapore,"HPE Cray EX235n, Apollo 6500, AMD EPYC 7713 64C 2GHz, NVIDIA A100 SXM4 40 GB, Slingshot-10",2022,43648,3328.0,6483.88,1.28967,103.85007
263,NA4,Software Company,United States,"Lenovo ThinkSystem SR650 V2, Xeon Platinum 8358 32C 2.6GHz, 100G Ethernet",2023,85248,3320.05,7092.63,40.393222,-105.17349
264,NA4A,Software Company,United States,"Lenovo ThinkSystem SR650 V2, Xeon Platinum 8358 32C 2.6GHz, 100G Ethernet",2023,85248,3320.05,7092.63,40.393222,-105.17349
265,Topaz,ERDC DSRC,United States,"SGI ICE X, Xeon E5-2699v3 18C 2.3GHz, Infiniband FDR",2015,124200,3318.95,4570.56,37.28255,-90.63734
266,,Facebook,United States,"NVIDIA DGX-1/Relion 2904GT, Xeon E5-2698v4 20C 2.2GHz/ E5-2650v4, Infiniband EDR, NVIDIA Tesla P100/Quadro GP100",2017,60512,3307.0,4896.512,30.2691649,-97.7455041
267,Topaze-cpu,Commissariat a l'Energie Atomique (CEA)/CCRT,France,"BullSequana XH2000, AMD EPYC 7763 64C 2.45GHz, InfiniBand HDR100",2021,110592,3261.02,4335.21,46.0,2.0
268,Damson,AWE,United Kingdom,"Bull Sequana X1000, Xeon E5-2697v4 18C 2.3GHz, Infiniband EDR",2017,113832,3243.41,3791.5776,56.4949613,-4.2505723
269,LLNL/NNSA CTS-1 MAGMA,Lawrence Livermore National Laboratory,United States,"Relion Cluster, Intel Xeon Platinum 9242 48C 2.3GHz, Intel Omni-Path",2019,62400,3241.24,4592.64,37.687781,-121.7083093
270,Mustang,Air Force Research Laboratory,United States,"HPE SGI 8600, Xeon Platinum 8168 24C 2.7GHz, Intel Omni-Path",2018,55296,3221.4,4777.574,35.055669,-106.602469
271,NA13A,Software Company,United States,"Lenovo ThinkSystem SR665 V2, AMD EPYC 7763 64C 2.45GHz, 100G Ethernet",2023,156160,3201.53,6121.47,40.393222,-105.17349
272,NA13,Software Company,United States,"Lenovo ThinkSystem SR665 V2, AMD EPYC 7763 64C 2.45GHz, 100G Ethernet",2023,156160,3201.53,6121.47,40.393222,-105.17349
273,"Big Red 200, GPU Partition",Indiana University,United States,"HPE Cray EX235n, AMD EPYC 7713 64C 2GHz, NVIDIA A100, Slingshot-10",2021,31744,3194.0,4006.14,39.1802358,-86.5093526
274,HPC2,Eni S.p.A.,Italy,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR, NVIDIA K20x",2014,72000,3188.0,4605.0,40.8482029,14.299961
275,Dream-AI,GIST SCENT,South Korea,"INSPUR NF5688M6, Intel Xeon Gold 6330 28C 2GHz, NVIDIA A100 SXM4 40 GB, Mellanox HDR Infiniband",2022,36960,3179.0,6418.18,36.5,127.75
276,Fênix,Petróleo Brasileiro S.A,Brazil,"Bull 4029GP-TVRT, Xeon Gold 5122 4C 3.6GHz, NVIDIA Tesla V100, Infiniband EDR",2019,60480,3161.0,5371.776,-10.0,-55.0
277,Toubkal,Mohammed VI Polytechnic University - African Supercomputing Centre,Morocco,"PowerEdge C6420, CRC-StackHPC, Xeon Platinum 8276L 28C 2.2GHz, Mellanox InfiniBand HDR100",2020,71232,3158.11,5014.73,32.0,-6.0
278,,Software Company MUS,United States,"ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet",2021,71680,3151.69,6193.15,40.397611,-105.097685
279,B5A,Software Company MUS,United States,"ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet",2021,71680,3151.69,6193.15,40.397611,-105.097685
280,AID1,Software Company MIR,Ireland,"ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, Broadcom",2022,71680,3151.68,6193.15,53.0,-8.0
281,NOJP1,Software Company MJP,Japan,"ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, Broadcom",2022,71680,3151.68,6193.15,35.68536,139.75309
282,NONY1,Software Company MNY,Norway,"ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, Broadcom",2022,71680,3151.68,6193.15,62.0,10.0
283,NO6,Software Company MUS,United States,"ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, Broadcom",2022,71680,3151.68,6193.15,40.397611,-105.097685
284,Lichtenberg II (Phase 1),Technische Universitaet Darmstadt,Germany,"MEGWARE MiriQuid, Intel Xeon Platinum 9242 48C 2.3GHz, Mellanox InfiniBand HDR100",2020,59136,3148.38,4352.41,49.8611517,8.681944
285,,Government,United States,"Cray XC30, Intel Xeon E5-2697v2 12C 2.7GHz, Aries interconnect ",2014,225984,3143.52,4881.2544,38.9531545,-92.3313718
286,CLAIX-2023 (CPU segment),Universitaet Aachen/RWTH - IT Center,Germany,"NEC HPC1808Rk-2 DLC, Xeon Platinum 8468 48C 2.1GHz, Infiniband NDR",2024,57408,3133.42,3812.66,51.5,10.5
287,B2G,Software Company MNED,Netherlands,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",2022,92160,3131.25,6193.15,52.25,5.75
288,A1C,Software Company MSG,Singapore,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",2021,92160,3131.25,6193.15,1.28967,103.85007
289,A5A,Software Company MUS,United States,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",2021,92160,3131.25,6193.15,40.397611,-105.097685
290,A1A,Software Company MUS,United States,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",2021,92160,3131.25,6193.15,40.397611,-105.097685
291,A1A,Software Company MUS,United States,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",2021,92160,3131.25,6193.15,40.397611,-105.097685
292,NO4,Software Company MUS,United States,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",2022,92160,3131.25,6193.15,40.397611,-105.097685
293,NA8B,Software Company,United States,"Lenovo ThinkSystem SR650 V2, Xeon Platinum 8358 32C 2.6GHz, 100G Ethernet",2023,84096,3127.57,6996.79,40.393222,-105.17349
294,NA8A,Software Company,United States,"Lenovo ThinkSystem SR650 V2, Xeon Platinum 8358 32C 2.6GHz, 100G Ethernet",2023,84096,3127.57,6996.79,40.393222,-105.17349
295,NA8,Software Company,United States,"Lenovo ThinkSystem SR650 V2, Xeon Platinum 8358 32C 2.6GHz, 100G Ethernet",2023,84096,3127.57,6996.79,40.393222,-105.17349
296,NA8,Software Company,United States,"Lenovo ThinkSystem SR650 V2, Xeon Platinum 8358 32C 2.6GHz, 100G Ethernet",2023,84096,3127.57,6996.79,40.393222,-105.17349
297,NA8Z,Software Company,United States,"Lenovo ThinkSystem SR650 V2, Xeon Platinum 8358 32C 2.6GHz, 100G Ethernet",2024,84096,3127.57,6996.79,40.393222,-105.17349
298,Thunder,Air Force Research Laboratory,United States,"SGI ICE X, Xeon E5-2699v3/E5-2697 v3, Infiniband FDR, NVIDIA Tesla K40, Intel Xeon Phi 7120P",2015,152692,3126.24,5610.481,35.055669,-106.602469
299,HoreKa-Teal,Karlsruher Institut für Technologie (KIT) ,Germany,"ThinkSystem SD665-N V3, AMD EPYC 9354 32C 3.25GHz, Nvidia H100 94Gb SXM5, Infiniband NDR200",2023,13616,3123.0,5962.0,49.1018534,8.4331202
300,Komondor,Governmental Information-Technology Development Agency (KIFÜ),Hungary,"HPE Cray EX, AMD EPYC 7763 64C 2.45GHz, NVIDIA A100 SXM4 40 GB, Slingshot-11",2022,27776,3105.0,4508.49,47.0,20.0
301,Lichtenberg II (Phase 2),Technische Universitaet Darmstadt,Germany,"ThinkSystem SD650 V3, Xeon Platinum 8470Q 52C 2.1GHz, InfiniBand HDR100",2023,59904,3098.52,4025.5488,49.8611517,8.681944
302,VEGA HPC GPU,IZUM,Slovenia,"BullSequana XH2000, AMD EPYC 7H12 64C 2.6GHz, NVIDIA A100, Infiniband HDR",2021,33600,3096.0,4680.0,46.5635243,15.6513517
303,,Service Provider T,China,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",2019,76000,3088.64,6080.0,35.0,105.0
304,Alps,Swiss National Supercomputing Centre (CSCS),Switzerland,"HPE Cray EX, AMD EPYC 7742 64C 2.25GHz, Slingshot-10",2020,128000,3088.6,4608.0,46.0244656,8.9600452
305,Helios CPU,Cyfronet,Poland,"HPE Cray EX, AMD EPYC 9654 96C 2.4GHz, Slingshot-11",2023,75264,3086.4,3352.59,52.1238555,21.3362914
306,Numerical Materials Simulator,National Institute for Materials Science,Japan,"HPE SGI 8600, Xeon Platinum 8268 24C 2.9GHz, Dual-rail Intel Omni-Path",2020,53568,3082.12,4971.1104,36.0734025,140.1201334
307,Hera,NOAA Environmental Security Computer Center,United States,"Cray CS500, Xeon Gold 6148 20C 2.4GHz, Infiniband HDR",2019,63840,3080.85,4884.48,38.750408,-104.741783
308,Camphor 2,"Academic Center for Computing and Media Studies (ACCMS),  Kyoto University",Japan,"Cray XC40, Intel Xeon Phi 7250 68C 1.4GHz, Aries interconnect ",2016,122400,3057.35,5483.52,35.68536,139.75309
309,Jean Zay,CNRS/IDRIS-GENCI,France,"HPE SGI 8600, Xeon Gold 6248 20C 2.5GHz, Intel Omni-Path",2019,61120,3054.35,4867.2,48.282887,-0.089045
310,Barnard,"TU Dresden, ZIH",Germany,"EVIDEN BullSequana X2140, Xeon Platinum 8470 52C 2GHz, Mellanox HDR Infiniband",2023,65520,3047.36,4046.85,51.5,10.5
311,Palmetto2,Clemson University,United States,"PowerEdge R740/R740xd/R750, Xeon 8358/6148/6248/6238R/6258R, NVIDIA Tesla A100 80G/40G, InfiniBand HDR100",2022,52080,3011.0,4580.12,34.6686915,-82.8374348
312,Mistral,DKRZ - Deutsches Klimarechenzentrum,Germany,"bullx DLC 720, Xeon E5-2680v3 12C 2.5GHz/E5-2695V4 18C  2.1Ghz, Infiniband FDR",2015,99072,3010.68,3962.88,51.5,10.5
313,ARF,TRUBA,Turkey,"ThinkSystem SD650 v3, Xeon Platinum 8480+ 56C 2GHz, Infiniband NDR200",2023,55552,3003.29,3555.33,36.8584957,30.8785647
314,NO3,Software Company MUS,United States,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",2022,88320,3000.78,5935.1,40.397611,-105.097685
315,,Service Provider T,China,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",2019,73600,2994.04,5888.0,35.0,105.0
316,HHH1,Service Provider T,China,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet",2021,80640,2975.29,6451.2,35.0,105.0
317,III1,Service Provider T,China,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet",2021,79680,2975.08,6374.4,35.0,105.0
318,Tetralith,National Supercomputer Centre (NSC),Sweden,"Intel H2204XXLRE, Xeon Gold 6130 16C 2.1GHz, Intel Omni-Path",2018,64512,2969.19,4335.206,62.0,15.0
319,,Volkswagen AG at Green Mountain A/S,Norway,"NEC HPC 124Rj-1, Xeon Platinum 8358 32C 2.6GHz, Intel Omni-Path",2022,53568,2955.0,4456.86,62.0,10.0
320,JJJ1,Service Provider T,China,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet",2021,78720,2933.42,6297.6,35.0,105.0
321,,Service Provider T,China,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",2019,72000,2931.84,5760.0,35.0,105.0
322,A9A,Software Company MUS,United States,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",2021,86016,2922.5,5780.28,40.397611,-105.097685
323,A6A,Software Company MUS,United States,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",2021,86016,2922.5,5780.28,40.397611,-105.097685
324,Jean,Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC),United States,"Liqid Cluster, Intel Xeon Platinum 9242 48C 2.3GHz, Infiniband HDR",2020,55296,2917.56,4069.79,36.341432,-83.338693
325,KKK1,Service Provider T,China,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet",2021,77760,2910.09,6220.8,35.0,105.0
326,,Central South University,China,"Inspur TS10000 HPC Server, Xeon Gold 6248R 24C 3GHz, InfiniBand HDR 100",2020,49056,2889.41,4709.38,35.0,105.0
327,LLL1,Service Provider T,China,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet",2021,76800,2882.76,6144.0,35.0,105.0
328,Henri,Flatiron Institute,United States,"ThinkSystem SR670 V2, Intel Xeon Platinum 8362 32C 2.8GHz, NVIDIA H100 80GB PCIe, Infiniband HDR",2022,8288,2882.0,3579.13,38.33703,-77.767418
329,,Service Provider K,China,"ThinkSystem HR650X, Xeon Gold 6230R 26C 2.1GHz, 10G Ethernet",2021,93600,2873.41,6289.92,35.0,105.0
330,A8A,Software Company MUS,United States,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",2021,84480,2870.31,5677.06,40.397611,-105.097685
331,A8A,Software Company MUS,United States,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",2021,84480,2870.31,5677.06,40.397611,-105.097685
332,A3A,Software Company MUS,United States,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",2021,84480,2870.31,5677.06,40.397611,-105.097685
333,A14A,Software Company MUS,United States,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",2022,84480,2870.31,5677.06,40.397611,-105.097685
334,A14A,Software Company MUS,United States,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",2022,84480,2870.31,5677.06,40.397611,-105.097685
335,,Financial Services P,China,"ThinkSystem SR650, Xeon Gold 6238 22C 2.1GHz, 10G Ethernet",2020,94160,2867.64,6327.55,35.0,105.0
336,MMM1,Service Provider T,China,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet",2021,75840,2857.04,6067.2,35.0,105.0
337,"Karolina, CPU partition","IT4Innovations National Supercomputing Center, VSB-Technical University of Ostrava",Czechia,"Apollo 2000, AMD EPYC 7H12 64C 2.6GHz, InfiniBand HDR 100",2021,92160,2837.4,3833.86,49.83465,18.28204
338,NNN1,Service Provider T,China,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet",2021,74880,2834.05,5990.4,35.0,105.0
339,Freeman,ERDC DSRC,United States,"Cray CS500, AMD EPYC 7542 32C 2.9GHz, Mellanox InfiniBand HDR100",2020,79104,2829.0,3670.43,37.28255,-90.63734
340,SuperMUC Phase 2,Leibniz Rechenzentrum,Germany,"NeXtScale nx360M5, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR14",2015,86016,2813.62,3578.266,48.2618918,11.666948
341,OOO1,Service Provider T,China,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet",2021,73920,2804.41,5913.6,35.0,105.0
342,,United Kingdom Meteorological Office,United Kingdom,"Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ",2016,89856,2801.782,3019.162,54.75844,-2.69531
343,,United Kingdom Meteorological Office,United Kingdom,"Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ",2016,89856,2801.782,3019.162,54.75844,-2.69531
344,JFRS-1,"Rokkasho Fusion Institute, National Institutes for Quantum and Radiological Science and Technology",Japan,"Cray XC50, Xeon Gold 6148 20C 2.4GHz, Aries interconnect ",2018,54560,2787.14,4190.208,,
345,,Service Provider T,China,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",2019,68000,2779.84,5440.0,35.0,105.0
346,,Volkswagen AG at Green Mountain A/S,Norway,"NEC LX HPC 224Rk-1, AMD EPYC 9454 48C 2.75GHz, Intel Omni-Path",2023,59520,2775.4,3475.97,62.0,10.0
347,,Service Provider T,China,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet",2021,72960,2774.23,5836.8,35.0,105.0
348,Spartan3,Atos,France,"BullSequana XH2000, AMD EPYC 7763 64C 2.45GHz, Mellanox InfiniBand HDR100",2021,92160,2751.0,3612.67,47.8528227,1.9111125
349,ZZ2,Service Provider T,China,"ThinkSystem HR650X, Xeon Gold 6133 20C 2.5GHz, 10G Ethernet",2020,67200,2749.28,5376.0,35.0,105.0
350,,Service Provider T,China,"ThinkSystem SR650, Xeon Gold 6248 20C 2.5GHz, 25G Ethernet",2019,66400,2746.3,5312.0,35.0,105.0
351,,Government,China,"ThinkSystem SR650, Xeon Gold 6240 18C 2.6GHz, NVIDIA Tesla V100, Infiniband EDR",2019,59976,2744.84,5354.878,35.0,105.0
352,,Service Provider T,China,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet",2021,72000,2742.91,5760.0,35.0,105.0
353,VSC-4,Vienna Scientific Cluster,Austria,"ThinkSystem SD650, Xeon Platinum 8174 24C 3.1GHz, Intel Omni-Path",2019,37920,2726.0779,3761.664,47.33333,13.33333
354,SNL/NNSA CTS-1 Attaway,Sandia National Laboratories,United States,"Tundra Extreme Scale, Xeon Gold 6140 18C 2.3GHz, Intel Omni-Path",2019,52920,2724.52,3894.912,37.6736516,-121.7072096
355,ZZ3,Service Provider T,China,"ThinkSystem HR650X, Xeon Gold 6133 20C 2.5GHz, 10G Ethernet",2020,66400,2721.33,5312.0,35.0,105.0
356,Lucia,Cenaero,Belgium,"Apollo 6500, AMD EPYC 7513 32C 2.6GHz, NVIDIA A100 SXM4 40 GB, Mellanox HDR Infiniband",2022,23200,2717.0,3094.02,50.75,4.5
357,,Service Provider T,China,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet",2021,71040,2710.88,5683.2,35.0,105.0
358,ZZ4,Service Provider T,China,"ThinkSystem HR650X, Xeon Gold 6133 20C 2.5GHz, 10G Ethernet",2020,65600,2691.69,5248.0,35.0,105.0
359,,Service Provider T,China,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet",2021,70080,2677.05,5606.4,35.0,105.0
360,Banting,Shared Services Canada,Canada,"Cray XC50, Xeon Gold 6148 20C 2.4GHz, Aries interconnect ",2019,53200,2676.74,4085.76,45.417208,-75.7079985
361,Hypercluster,Microsoft Research ,United States,"NVIDIA DGX-2, Xeon Platinum 8168 24C 2.7GHz, NVIDIA Tesla V100, Mellanox InfiniBand EDR",2019,47808,2666.0,4219.085,42.3616283,-71.081069
362,A14A,Software Company MCA,Canada,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",2022,78336,2661.56,5264.18,60.10867,-113.64258
363,NO2,Software Company MUS,United States,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",2022,78336,2661.56,5264.18,40.397611,-105.097685
364,ZZ5,Service Provider T,China,"ThinkSystem HR650X, Xeon Gold 6133 20C 2.5GHz, 10G Ethernet",2020,64800,2661.46,5184.0,35.0,105.0
365,ZZ6,Service Provider T,China,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet",2020,69120,2654.04,5529.6,35.0,105.0
366,,Cloud Company,China,"ThinkSystem SR590, Xeon Gold 5218 16C 2.3GHz, 10G Ethernet",2020,128000,2651.95,4710.4,35.0,105.0
367,Grace,Texas A&M University,United States,"PowerEdge R640/R740/R840, Xeon Gold 6248R/6248R/6248, 24C 3.0GHz, InfiniBand HDR100",2020,43200,2638.53,4829.34,30.6108618,-96.3520606
368,LLNL/NNSA CTS-1 Jade,Lawrence Livermore National Laboratory,United States,"Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path",2016,95472,2632.51,3207.8592,37.687781,-121.7083093
369,LLNL CTS-1 Quartz,Lawrence Livermore National Laboratory,United States,"Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path",2016,95472,2632.51,3207.8592,37.687781,-121.7083093
370,NEA1,Service Provider NE,China,"ThinkSystem SR630, Intel Xeon Gold 4214R 12C 2.4GHz, 10G Ethernet",2022,144000,2632.45,5529.6,35.0,105.0
371,,Service Provider T,China,"Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet",2019,64000,2621.44,5120.0,35.0,105.0
372,,Tsinghua University,China,"Inspur TS10000, Xeon Gold 6258R 28C 2.7GHz, InfiniBand HDR100",2020,50400,2610.0,4354.56,40.0022905,116.320963
373,A7A,Software Company MUS,United States,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",2021,76800,2609.38,5160.96,40.397611,-105.097685
374,A7A,Software Company MUS,United States,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",2021,76800,2609.38,5160.96,40.397611,-105.097685
375,A1B,Software Company MUS,United States,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",2021,76800,2609.38,5160.96,40.397611,-105.097685
376,NO1,Software Company MUS,United States,"ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet",2022,76800,2609.37,5160.96,40.397611,-105.097685
377,,Service Provider T,China,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet",2021,68160,2609.16,5452.8,35.0,105.0
378,Cedar (CPU),Simon Fraser University/Compute Canada,Canada,"PowerEdge C6420, Xeon Platinum 8160  24C 2.1GHz, Intel Omni-Path",2020,67584,2607.98,4895.539,,
379,Daley,Shared Services Canada,Canada,"Cray XC50, Xeon Gold 6148 20C 2.4GHz, Aries interconnect ",2019,53200,2598.28,4085.76,45.417208,-75.7079985
380,AlphaCentauri,"TU Dresden, ZIH",Germany,"NEC HPC 22S8Ri-4, EPYC 7352 24C 2.3GHz, NVIDIA A100 SXM4 40 GB, Infiniband HDR200",2021,31008,2592.0,5364.06,51.5,10.5
381,HPC3,Energy Company (A),Italy,"Lenovo NeXtScale nx360M5, Xeon E5-2697v4 18C 2.3GHz, Infiniband EDR, NVIDIA Tesla K80",2017,66000,2592.0,3798.6,42.83333,12.83333
382,,Service Provider T,China,"ThinkSystem SR650, Xeon Gold 6248 20C 2.5GHz, 25G Ethernet",2020,62400,2590.84,4992.0,35.0,105.0
383,Conesus,University of Rochester - Laboratory for Laser Energetics,United States,"PowerEdge C6220, Xeon Platinum 8480+ 56C 2GHz, Infiniband HDR200",2023,43008,2589.48,2752.51,43.128127,-77.632763
384,,Service Provider T,China,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet",2020,64320,2583.09,5145.6,35.0,105.0
385,,Service Provider K,China,"ThinkSystem HR650X, Xeon Gold 6230R 26C 2.1GHz, 10G Ethernet",2021,83200,2581.02,5591.04,35.0,105.0
386,ASPIRE 2A (CPU Partition),National Supercomputing Centre Singapore,Singapore,"HPE Cray EX425, AMD EPYC 7713 64C 2GHz, Slingshot-10",2022,98304,2578.58,3108.86,1.28967,103.85007
387,,Service Provider T,China,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet",2021,67200,2574.02,5376.0,35.0,105.0
388,Mihir,National Centre for Medium Range Weather Forecasting,India,"Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ",2018,83592,2570.4,2808.691,28.6244782,77.3591772
389,Spartan2,Atos,France,"Bull Sequana XH2000 , AMD EPYC 7402 24C 2.8GHz, NVIDIA A100, Mellanox HDR Infiniband",2020,23040,2566.0,3847.22,47.8528227,1.9111125
390,,Japan Meteorological Agency,Japan,"PRIMERGY CX2550M7, Xeon CPU Max 9480 56C 1.9GHz, Infiniband NDR200",2023,55552,2547.81,3377.56,35.6898046,139.7613158
391,,Japan Meteorological Agency,Japan,"PRIMERGY CX2550M7, Xeon CPU Max 9480 56C 1.9GHz, Infiniband NDR200",2023,55552,2547.81,3377.56,35.6898046,139.7613158
392,PAI-BSystem,China Meteorological Administration,China,"Sugon TC4600LP/W740I, Xeon Gold 6142 16C 2.6GHz, Infiniband EDR, NVIDIA Tesla P100",2018,50816,2547.0,4229.8496,35.0,105.0
393,cascade,DOE/SC/Pacific Northwest National Laboratory,United States,"Atipa Visione IF442 Blade Server, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P",2013,194616,2539.13,3388.032,34.234834,-78.004346
394,Rattler,Dell Technologies HPC & AI Innovation Lab,United States,"PowerEdge XE8545, AMD EPYC 7713 64C 2GHz, NVIDIA A100 80GB​, Infiniband HDR200 dual rail",2021,26880,2531.0,3940.61,48.390413,-115.574347
395,HEMUS,Institute of Information and Communication Technologies at the Bulgarian Academy of Sciences,Bulgaria,"HPE Proliant XL675d Gen10 Plus, AMD EPYC 7742 64C 2.25GHz, NVIDIA A100 SXM4 40 GB, Infiniband HDR",2023,19840,2526.0,3212.16,42.66667,25.25
396,Improv,DOE/SC/Argonne National Laboratory,United States,"PowerEdge R6525, AMD EPYC 7713 64C 2GHz, Infiniband",2023,105600,2509.7,3379.2,34.088934,-88.505164
397,UltraViolet,NYU Langone Health,United States,"PowerEdge R750XA, AMD EPYC 7402 24C 2.8GHz, NVIDIA Tesla A100 80G, Mellanox HDR Infiniband",2018,27680,2499.0,4707.02,40.7434467,-73.9722189
398,occigen2,Grand Equipement National de Calcul Intensif - Centre Informatique National de l'Enseignement Suprieur (GENCI-CINES),France,"bullx DLC 720, Xeon E5-2690v4 14C 2.6GHz, Infiniband FDR",2016,85824,2494.65,3570.278,46.453571,4.564357
399,Crash1,Automotive Company,Sweden,"ThinkSystem SD650 V2, Xeon Platinum 8358 32C 2.6GHz, Mellanox HDR Infiniband",2022,40448,2490.39,3365.27,62.0,15.0
400,,Service Provider T,China,"ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet",2020,61440,2487.09,4915.2,35.0,105.0
401,Excalibur,Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC),United States,"Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect ",2014,100064,2485.0,3682.3552,36.341432,-83.338693
402,CLAIX (2018),Universitaet Aachen/RWTH - IT Center,Germany,"INTEL-HNS2600BPB, Xeon Platinum 8160  24C 2.1GHz, Intel Omni-Path",2018,61200,2483.58,4112.64,51.5,10.5
403,Expanse,UCSD/San Diego Supercomputer Center,United States,"PowerEdge R6525/C6525, AMD EPYC 7742, AMD EPYC 7742 64C, Mellanox HDR Infiniband",2020,91648,2480.6,3299.33,32.741644,-117.179792
404,,Manufacturing Industry (O),China,"Inspur NF5468M5, Xeon Gold 6242 16C 2.8GHz, NVIDIA Tesla V100, 100G Ethernet",2020,50400,2480.0,4680.0,35.0,105.0
405,,Manufacturing Industry (O),China,"Inspur NF5468M5, Xeon Gold 6242 16C 2.8GHz, NVIDIA Tesla V100, 100G Ethernet",2020,50400,2480.0,4680.0,35.0,105.0
406,Lomonosov 2,Moscow State University - Research Computing Center,Russia,"T-Platform A-Class Cluster, Xeon E5-2697v3 14C 2.6GHz,Intel Xeon Gold 6126, Infiniband FDR, Nvidia K40m/P-100",2014,64384,2478.0,4946.79,60.0,100.0
407,Kay,Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC),United States,"Liqid Cluster, Intel Xeon Platinum 9242 48C 2.3GHz, Infiniband HDR",2020,46848,2475.67,3448.01,36.341432,-83.338693
